word	happiness_rank	happiness_average	happiness_standard_deviation	twitter_rank	google_rank	nyt_rank	lyrics_rank
frog	5967	5.26	1.8049	3504	0	0	0
george	5968	5.26	1.0654	1766	830	407	3372
glenn	5969	5.26	1.1031	0	0	3248	0
goes	5970	5.26	1.1214	515	1278	1147	316
ground	5971	5.26	1.2906	1590	551	1178	422
guidelines	5972	5.26	1.5493	0	4797	4054	0
hispanic	5973	5.26	1.4820	0	0	3268	0
hmmmm	5974	5.26	1.1214	3749	0	0	0
houston	5975	5.26	1.3063	2131	0	1302	4444
jake	5976	5.26	1.4820	4408	0	0	0
jim	5977	5.26	1.2090	2333	4678	1110	2817
justin	5978	5.26	1.4542	611	0	4973	0
kay	5979	5.26	1.1031	4839	0	0	0
lines	5980	5.26	1.0063	2252	636	1212	966
mainly	5981	5.26	1.2257	0	1930	3504	0
marcus	5982	5.26	0.9858	0	0	4432	0
marshall	5983	5.26	0.9435	0	4992	2664	0
martin	5984	5.26	0.9435	2171	2524	820	4724
matt	5985	5.26	1.3219	2058	0	3384	0
mayor	5986	5.26	1.3063	3746	4522	607	0
mr	5987	5.26	1.1395	869	204	18	657
mundo	5988	5.26	0.9216	3492	0	0	1784
nc	5989	5.26	1.3822	3071	0	2298	0
nearly	5990	5.26	1.2423	1587	796	803	2407
nina	5991	5.26	1.3063	0	0	4470	0
papers	5992	5.26	1.3063	3413	1292	3246	3165
perry	5993	5.26	1.0264	3962	0	3639	0
philip	5994	5.26	1.0461	0	3198	1438	0
piece	5995	5.26	1.0654	1181	1340	1530	832
plot	5996	5.26	1.3822	4500	3203	3733	3551
pouring	5997	5.26	1.5754	4931	0	0	2452
preliminary	5998	5.26	1.1031	0	3697	4568	0
print	5999	5.26	1.2090	2201	3129	3527	0
prudential	6000	5.26	1.3969	0	0	4966	0
qual	6001	5.26	1.4115	4812	0	0	0
reasons	6002	5.26	1.0063	2173	1074	2104	1374
reed	6003	5.26	1.2586	0	0	3446	0
register	6004	5.26	1.0844	3086	3684	0	0
richard	6005	5.26	0.9649	3224	1516	334	4571
robinson	6006	5.26	0.7775	0	0	2528	0
roslyn	6007	5.26	0.9649	0	0	4323	0
semester	6008	5.26	1.7001	3158	0	0	0
sergeant	6009	5.26	1.2747	0	0	3506	0
shift	6010	5.26	1.0461	2780	2443	2955	3683
shirley	6011	5.26	1.0844	0	0	3330	0
siempre	6012	5.26	1.4820	0	0	0	1299
sir	6013	5.26	1.1214	1702	558	3841	2094
spot	6014	5.26	1.4682	1363	2220	2442	951
stated	6015	5.26	0.7775	0	1318	4963	0
statement	6016	5.26	0.9649	3471	989	854	0
tool	6017	5.26	1.5361	1055	2950	4894	4206
uniform	6018	5.26	1.6264	0	2600	0	0
units	6019	5.26	1.0264	0	1344	1843	0
walls	6020	5.26	1.0264	4052	1545	3055	754
week's	6021	5.26	1.3822	0	0	0	0
lend	6022	5.26	1.7750	0	0	0	3184
hangin	6023	5.25	1.7564	0	0	0	3458
borne	6024	5.24	1.3774	0	4191	0	0
differentiation	6025	5.24	1.1093	0	4868	0	0
intermediate	6026	5.24	1.2671	0	3642	0	0
motives	6027	5.24	1.4510	0	4126	0	0
#followfriday	6028	5.24	1.3486	0	0	0	0
a	6029	5.24	0.9161	4	6	4	6
abc	6030	5.24	1.0012	2586	0	3000	0
asks	6031	5.24	0.8704	3223	4561	4527	4358
beijing	6032	5.24	1.6850	0	0	3708	0
bet	6033	5.24	1.3933	884	0	4551	803
boeing	6034	5.24	1.3637	0	0	4692	0
chart	6035	5.24	1.3334	0	4146	1855	0
depend	6036	5.24	1.3933	0	2451	4883	3489
diplomats	6037	5.24	1.8578	0	0	3414	0
doin	6038	5.24	1.3786	1216	0	0	1172
donna	6039	5.24	1.3486	0	0	3651	3512
douglas	6040	5.24	1.1877	0	4638	1726	0
drivers	6041	5.24	1.1528	3374	0	3490	0
edited	6042	5.24	1.1350	0	2722	2263	0
elaine	6043	5.24	1.2867	0	0	3293	0
ellis	6044	5.24	0.9381	0	0	4517	0
encounter	6045	5.24	1.7792	0	4303	0	0
evans	6046	5.24	1.0984	0	0	3700	0
faced	6047	5.24	1.2382	0	2910	2891	3880
fifth	6048	5.24	1.2216	0	2251	1043	3297
fin	6049	5.24	0.9596	4665	0	0	2665
five	6050	5.24	0.6869	1177	331	270	732
franklin	6051	5.24	1.0606	0	4607	2349	0
garage	6052	5.24	1.2048	3258	0	2924	0
generally	6053	5.24	1.1350	0	536	2012	0
goin	6054	5.24	1.3334	646	0	0	911
harry	6055	5.24	1.2545	2313	3856	1692	0
industries	6056	5.24	1.0984	0	2207	2082	0
insurance	6057	5.24	1.9646	1462	1957	780	0
iowa	6058	5.24	1.3786	4659	0	2736	0
irving	6059	5.24	1.3334	0	0	2503	0
jajaja	6060	5.24	1.2048	3623	0	0	0
kirk	6061	5.24	1.4507	0	0	4294	0
lieutenant	6062	5.24	1.1877	0	3297	3266	0
longtime	6063	5.24	1.7328	0	0	1636	0
matters	6064	5.24	1.3180	3442	1255	2004	1824
mid	6065	5.24	0.7440	4629	2352	0	0
minnesota	6066	5.24	1.5328	0	0	2711	0
morgan	6067	5.24	1.2867	4865	0	1683	0
namely	6068	5.24	1.2707	0	2467	0	0
nathan	6069	5.24	1.1704	0	0	4100	0
oliver	6070	5.24	1.1350	0	0	4190	0
parliamentary	6071	5.24	1.5851	0	4441	0	0
partially	6072	5.24	1.3024	0	4021	0	0
parts	6073	5.24	1.1168	2261	559	1470	2606
persian	6074	5.24	1.6483	0	0	4148	0
pon	6075	5.24	1.4078	0	0	0	2639
poppin	6076	5.24	1.8796	3912	0	0	2827
publicly	6077	5.24	1.2707	0	0	3196	0
returns	6078	5.24	1.5059	3655	2814	2934	0
ringing	6079	5.24	1.7562	0	0	0	2215
rookie	6080	5.24	1.0412	0	0	4333	0
salomon	6081	5.24	1.0214	0	0	1957	0
sat	6082	5.24	1.3334	1140	1342	2866	1655
seem	6083	5.24	0.9596	937	652	963	479
sf	6084	5.24	1.4365	2683	0	0	0
should	6085	5.24	1.1704	122	82	125	192
since	6086	5.24	0.9161	350	166	185	420
socialist	6087	5.24	2.1905	0	3064	0	0
sorts	6088	5.24	0.9381	0	4453	0	0
spending	6089	5.24	1.6107	1298	4040	919	3045
stanley	6090	5.24	1.0214	0	0	1373	0
substances	6091	5.24	1.3024	0	3251	0	0
there's	6092	5.24	0.6565	0	2170	0	0
ties	6093	5.24	1.4507	0	4331	2940	3216
ton	6094	5.24	1.2216	3148	0	0	2474
toujours	6095	5.24	1.3024	0	0	0	4244
turned	6096	5.24	0.8466	1115	605	913	548
txt	6097	5.24	1.2867	2727	0	0	0
vessels	6098	5.24	1.4507	0	2029	0	0
veux	6099	5.24	1.0797	0	0	0	4040
way	6100	5.24	1.4223	117	116	140	58
wee	6101	5.24	1.5194	3538	0	0	3323
woah	6102	5.24	1.6233	4123	0	0	2110
work	6103	5.24	2.1050	89	104	137	343
fraction	6104	5.23	1.3707	0	4099	0	0
depths	6105	5.22	1.6107	0	0	0	3916
destino	6106	5.22	1.0055	0	0	0	4488
nelly	6107	5.22	1.7709	0	0	0	4102
rug	6108	5.22	1.2627	0	0	0	4617
shed	6109	5.22	1.2627	0	0	0	1837
18th	6110	5.22	1.3138	0	0	0	0
adjustment	6111	5.22	1.1301	0	3401	2257	0
afterward	6112	5.22	1.0934	0	0	4474	0
ali	6113	5.22	1.3893	0	0	4790	4157
and	6114	5.22	0.6158	5	3	3	4
anderson	6115	5.22	1.2982	0	4577	1878	0
andrew	6116	5.22	1.2337	3054	4458	870	0
any	6117	5.22	0.6788	181	71	130	326
artery	6118	5.22	1.2982	0	3848	0	0
as	6119	5.22	0.7637	54	10	23	63
baila	6120	5.22	1.5158	0	0	0	3657
barbara	6121	5.22	1.3596	0	0	786	0
bernstein	6122	5.22	1.5817	0	0	3486	0
bio	6123	5.22	1.2982	3986	0	0	0
bits	6124	5.22	0.8640	4467	0	0	0
briefs	6125	5.22	0.9100	0	0	2755	0
cause	6126	5.22	1.0554	417	444	1273	116
charles	6127	5.22	1.3293	3435	936	488	0
chris	6128	5.22	0.8640	1043	0	1659	3709
como	6129	5.22	0.9957	1150	0	0	623
counties	6130	5.22	1.0160	0	4879	4753	0
counting	6131	5.22	0.9100	3105	0	4988	2090
dc	6132	5.22	1.3596	1502	2028	2981	0
defend	6133	5.22	1.7177	0	3940	4009	3707
defending	6134	5.22	1.5022	0	0	3671	0
dems	6135	5.22	1.5817	4942	0	0	0
dexter	6136	5.22	1.6573	4879	0	0	0
does	6137	5.22	1.2501	220	160	307	423
drama	6138	5.22	2.2433	1738	3184	2771	1806
excess	6139	5.22	1.6695	0	2658	0	0
file	6140	5.22	1.2664	2660	1662	3272	4698
for	6141	5.22	0.9750	11	9	8	18
fordham	6142	5.22	1.1830	0	0	3711	0
hartford	6143	5.22	1.1301	0	0	2145	0
hours	6144	5.22	1.0359	331	669	562	1024
immigrants	6145	5.22	1.5945	0	4703	3102	0
joe	6146	5.22	0.9322	1018	4548	1262	1202
kim	6147	5.22	1.5817	2547	0	2848	2764
knicks	6148	5.22	1.7413	0	0	2544	0
lambert	6149	5.22	1.4886	4856	0	0	0
lane	6150	5.22	1.0160	2850	4808	2460	1922
lcd	6151	5.22	1.4184	0	0	0	0
lg	6152	5.22	0.8640	2394	0	0	0
lois	6153	5.22	1.2664	0	0	4802	0
mano	6154	5.22	1.1301	0	0	0	3253
mia	6155	5.22	1.3893	3559	0	0	1970
mill	6156	5.22	1.2664	0	3234	4171	4077
mondo	6157	5.22	1.1830	0	0	0	4253
motors	6158	5.22	1.4184	0	0	4191	0
nets	6159	5.22	0.9322	0	0	3694	0
northern	6160	5.22	1.3293	4017	1321	1388	4592
officer	6161	5.22	1.6449	4710	1479	532	0
ohio	6162	5.22	1.4184	2890	3166	1412	0
order	6163	5.22	1.2337	890	170	790	1751
others	6164	5.22	0.9538	781	222	457	1104
palabras	6165	5.22	1.1830	0	0	0	4887
psychological	6166	5.22	1.8983	0	1838	4728	0
pump	6167	5.22	1.0746	4600	4849	0	1521
real-estate	6168	5.22	1.6073	0	0	0	0
ridge	6169	5.22	0.8873	0	4743	2641	0
seems	6170	5.22	0.9750	568	445	679	383
sentence	6171	5.22	1.4469	4523	2025	2306	4325
suffolk	6172	5.22	1.1119	0	0	3866	0
swallow	6173	5.22	1.5817	0	0	0	1670
systems	6174	5.22	1.2171	3364	544	1040	0
tal	6175	5.22	0.9538	0	0	0	3848
ted	6176	5.22	0.8873	3739	0	3237	0
thru	6177	5.22	0.9538	1084	0	0	1358
till	6178	5.22	1.2982	589	1060	0	318
tim	6179	5.22	1.2824	2104	0	2389	0
tissues	6180	5.22	1.5425	0	3624	0	0
too	6181	5.22	0.8401	67	155	237	98
trance	6182	5.22	1.7177	0	0	0	4004
trick	6183	5.22	1.6695	2311	0	4926	1428
typical	6184	5.22	1.1301	4585	1696	4094	0
undertaken	6185	5.22	1.3596	0	4333	0	0
usual	6186	5.22	1.1119	2005	1382	3022	4909
veins	6187	5.22	1.3596	0	0	0	1677
whoa	6188	5.22	1.7646	2460	0	0	618
wrist	6189	5.22	1.1301	0	0	0	2574
ya	6190	5.22	1.6573	195	0	0	110
yankees	6191	5.22	1.6199	0	0	1590	0
bibliography	6192	5.21	1.5973	0	4274	0	0
masses	6193	5.21	1.3202	0	2970	0	4016
mente	6194	5.21	1.2370	0	0	0	4450
norms	6195	5.21	1.2876	0	4982	0	0
twist	6196	5.21	1.3832	0	0	0	1431
criterion	6197	5.20	1.2744	0	4644	0	0
eastside	6198	5.20	1.3991	0	0	0	4557
mio	6199	5.20	1.0989	0	0	0	2504
node	6200	5.20	1.4858	0	4975	0	0
nombre	6201	5.20	1.3690	0	0	0	4944
repeats	6202	5.20	1.1899	0	0	0	3383
thereafter	6203	5.20	1.3226	0	4859	0	0
agency's	6204	5.20	1.3702	0	0	0	0
alcohol	6205	5.20	2.3212	2787	2617	3752	3600
another	6206	5.20	1.0498	227	137	175	167
app	6207	5.20	1.4286	844	0	0	0
ask	6208	5.20	1.8736	466	910	1222	372
berkeley	6209	5.20	1.3997	0	0	2831	0
bonds	6210	5.20	1.7728	0	3027	945	0
briefly	6211	5.20	1.6036	0	3550	4833	0
cab	6212	5.20	1.5253	3078	0	0	4034
carry	6213	5.20	1.5518	2704	1219	1714	684
checking	6214	5.20	1.3702	1692	0	0	4361
continued	6215	5.20	1.5119	0	610	1108	0
cunningham	6216	5.20	1.1780	0	0	0	0
dallas	6217	5.20	1.5908	1956	0	1804	0
dare	6218	5.20	1.4569	2976	4818	0	1142
decade	6219	5.20	1.0690	3409	3285	1926	0
dia	6220	5.20	1.0690	1463	0	0	2146
donde	6221	5.20	1.6162	0	0	0	1775
during	6222	5.20	0.9897	656	136	252	0
economist	6223	5.20	1.5119	0	0	2734	0
four	6224	5.20	0.9689	1136	253	193	695
goldberg	6225	5.20	1.4983	0	0	3650	0
gurl	6226	5.20	1.3401	3872	0	0	4046
happens	6227	5.20	1.2122	1112	2969	2275	1388
hebrew	6228	5.20	1.4142	0	4173	4385	0
immigration	6229	5.20	1.3553	0	4812	2803	0
inch	6230	5.20	0.7284	3691	2726	0	2563
initially	6231	5.20	0.7284	0	3618	4004	0
intended	6232	5.20	1.0498	0	1402	1679	0
internal	6233	5.20	1.3093	0	1094	2436	0
itself	6234	5.20	0.8081	2304	287	897	2484
jaw	6235	5.20	1.3401	0	0	0	3884
jeff	6236	5.20	1.0498	2839	0	1702	4441
jersey	6237	5.20	1.3401	1817	4533	271	4117
jetzt	6238	5.20	1.1249	3125	0	0	2368
john's	6239	5.20	1.1952	0	0	0	0
journalists	6240	5.20	1.5119	0	0	3723	0
kevin	6241	5.20	1.2778	2154	0	1497	0
klein	6242	5.20	1.0690	0	0	3118	0
knocking	6243	5.20	1.3093	0	0	0	2626
lightning	6244	5.20	1.8844	3172	0	0	2005
lil	6245	5.20	1.2454	528	0	0	1231
linger	6246	5.20	1.6903	0	0	0	3389
loads	6247	5.20	1.2122	2832	0	0	0
lobby	6248	5.20	1.4846	0	0	4522	0
marketing	6249	5.20	1.9483	717	3217	1186	0
maurice	6250	5.20	1.3553	0	0	4673	0
mayor's	6251	5.20	1.3093	0	0	0	0
medieval	6252	5.20	1.6036	0	3918	0	0
mejor	6253	5.20	1.4569	3800	0	0	2365
moreover	6254	5.20	0.9689	0	1390	4982	0
necessity	6255	5.20	1.4569	0	1799	0	0
negotiating	6256	5.20	1.4846	0	0	3906	0
objects	6257	5.20	1.4142	0	1166	3834	0
pattinson	6258	5.20	1.0302	4404	0	0	0
peel	6259	5.20	1.3997	0	0	0	3638
percentage	6260	5.20	0.8081	0	2228	2045	0
physicians	6261	5.20	1.6537	0	4316	3703	0
pitcher	6262	5.20	1.2454	0	0	3163	0
poco	6263	5.20	1.3702	0	0	0	2634
retiring	6264	5.20	2.1571	0	0	3648	0
return	6265	5.20	1.4708	1288	531	662	971
retweeting	6266	5.20	1.6903	3708	0	0	0
rick	6267	5.20	1.0302	3429	0	3020	4515
rochester	6268	5.20	1.3401	0	0	3585	0
rodriguez	6269	5.20	0.8330	0	0	4606	0
rosen	6270	5.20	1.6036	0	0	4260	0
russians	6271	5.20	1.3851	0	0	4495	0
rutgers	6272	5.20	1.4569	0	0	3455	0
secondary	6273	5.20	1.1606	0	1544	0	0
sections	6274	5.20	1.1721	0	1875	0	0
shes	6275	5.20	1.3248	1755	0	0	2476
slang	6276	5.20	1.6288	0	0	0	2934
snap	6277	5.20	1.6288	3568	0	0	2768
tape	6278	5.20	1.1952	2650	4671	3588	2184
tighter	6279	5.20	1.4428	0	0	0	4658
tires	6280	5.20	1.3702	0	0	0	4416
turn	6281	5.20	1.2454	584	561	842	175
turns	6282	5.20	0.9035	1511	2725	2366	877
van	6283	5.20	1.4286	984	1619	1067	673
viento	6284	5.20	1.2936	0	0	0	4550
vuelve	6285	5.20	0.9689	0	0	0	3818
warner	6286	5.20	1.6162	4315	0	2182	0
williams	6287	5.20	0.9689	2783	3002	1065	0
yi	6288	5.20	0.9035	0	0	0	2526
lotta	6289	5.19	1.4333	0	0	0	2481
amar	6290	5.19	1.1788	0	0	0	3190
dogg	6291	5.19	1.6968	0	0	0	1351
dominant	6292	5.19	1.9963	0	2792	0	0
retained	6293	5.19	1.3630	0	3571	0	0
searched	6294	5.19	1.2990	0	0	0	4029
turnin	6295	5.19	1.1422	0	0	0	4850
kickin	6296	5.18	1.8894	0	0	0	3668
ph	6297	5.18	1.1668	0	2527	0	0
squad	6298	5.18	1.3795	0	0	0	2434
tasks	6299	5.18	1.4531	0	2789	0	0
duro	6300	5.18	1.0138	0	0	0	4167
advocate	6301	5.18	1.6622	0	0	3346	0
ahora	6302	5.18	0.9409	3277	0	0	1761
allan	6303	5.18	1.0437	0	0	3448	0
back	6304	5.18	1.2403	75	156	172	62
barney	6305	5.18	1.3805	0	0	4917	0
barry	6306	5.18	0.9409	0	0	1730	0
basement	6307	5.18	1.0240	4474	0	3323	4036
blowing	6308	5.18	1.5868	3534	0	0	1876
boards	6309	5.18	1.0821	0	4427	3253	0
bones	6310	5.18	1.7343	3288	3287	0	1166
brick	6311	5.18	1.2237	4852	0	4131	2596
candidates	6312	5.18	1.4803	0	3881	1357	0
cape	6313	5.18	1.7577	4996	3755	3545	0
cha	6314	5.18	0.8254	4597	0	0	1738
chancellor	6315	5.18	1.4803	0	0	2847	0
chap	6316	5.18	1.7225	0	3393	0	0
china's	6317	5.18	1.3506	0	0	0	0
claim	6318	5.18	1.4941	3011	1220	2319	1792
classification	6319	5.18	1.2567	0	2742	0	0
closet	6320	5.18	1.1373	4152	0	0	3775
cnn	6321	5.18	1.4525	2145	0	0	0
collar	6322	5.18	1.3200	0	0	0	4026
context	6323	5.18	0.9624	4186	1243	4342	0
crawling	6324	5.18	1.7343	0	0	0	2180
deborah	6325	5.18	1.4384	0	0	2371	0
defense	6326	5.18	1.5345	3400	1981	648	4669
democrat	6327	5.18	2.0172	0	0	1155	0
election	6328	5.18	1.3506	2312	1693	851	0
etc	6329	5.18	0.9833	1013	771	0	3751
existing	6330	5.18	1.6744	0	1377	2817	0
from	6331	5.18	1.2237	38	24	22	49
gate	6332	5.18	1.1008	0	2943	3685	2029
governor's	6333	5.18	1.5477	0	0	0	0
hardcore	6334	5.18	2.0671	4624	0	0	3070
has	6335	5.18	1.5477	76	39	31	182
hasta	6336	5.18	1.0437	4717	0	0	1627
horn	6337	5.18	1.4241	0	0	0	3511
imperial	6338	5.18	2.0373	0	2625	0	0
is	6339	5.18	0.7197	7	7	7	15
jacob	6340	5.18	1.1192	4068	0	2903	0
joint	6341	5.18	1.6374	2992	1480	1924	2355
jonathan	6342	5.18	1.1192	0	0	1285	0
judith	6343	5.18	1.1008	0	0	1980	0
kita	6344	5.18	1.3045	0	0	0	3795
knees	6345	5.18	1.1192	4950	4822	0	659
legal	6346	5.18	1.7460	2278	963	746	0
leonard	6347	5.18	1.2728	0	0	2032	0
leslie	6348	5.18	1.3045	0	0	2529	0
letting	6349	5.18	1.3656	2280	0	0	1564
lloyd	6350	5.18	0.9190	0	0	3405	0
longer	6351	5.18	1.1726	1142	612	929	808
lynn	6352	5.18	1.2887	0	0	2713	0
minister	6353	5.18	1.4097	4248	1048	715	0
mon	6354	5.18	1.5868	3157	0	0	1688
monitor	6355	5.18	1.7922	3493	0	4180	0
month	6356	5.18	1.3354	405	1283	368	2835
mt	6357	5.18	0.9833	3398	0	3071	0
muy	6358	5.18	0.8965	3295	0	0	2196
ninth	6359	5.18	0.9833	0	0	2969	0
notion	6360	5.18	1.3200	0	2089	4153	4912
o'connor	6361	5.18	1.1551	0	0	0	0
ore	6362	5.18	1.2403	0	0	3757	0
pac	6363	5.18	1.4097	0	0	0	4286
penis	6364	5.18	1.9555	2297	0	0	0
pete	6365	5.18	1.5477	4109	0	3932	0
phyllis	6366	5.18	1.1551	0	0	3562	0
plug	6367	5.18	1.0240	4827	0	0	3497
pour	6368	5.18	1.3200	2422	3900	0	987
public	6369	5.18	1.3656	965	183	128	2793
ra	6370	5.18	1.5739	0	0	0	3574
render	6371	5.18	1.3200	0	3611	0	0
